15:24:47  INFO      Run directory : logs/20260323_152447_news.ycombinator.com
15:24:50  DEBUG       [el_89] <a> selector='[data-ai-id="el_89"]'  text='lode'
15:24:50  DEBUG       [el_90] <a> selector='[data-ai-id="el_90"]'  text='4 hours ago'
15:24:50  DEBUG       [el_91] <a> selector='[data-ai-id="el_91"]'  text='hide'
15:24:50  DEBUG       [el_92] <a> selector='[data-ai-id="el_92"]'  text='185\xa0comments'
15:24:50  DEBUG       [el_93] <a> selector='[data-ai-id="el_93"]'  text=''
15:24:50  DEBUG       [el_94] <a> selector='[data-ai-id="el_94"]'  text='itsthatlady.dev'
15:24:50  DEBUG       [el_95] <a> selector='[data-ai-id="el_95"]'  text='mooreds'
15:24:50  DEBUG       [el_96] <a> selector='[data-ai-id="el_96"]'  text='11 hours ago'
15:24:50  DEBUG       [el_97] <a> selector='[data-ai-id="el_97"]'  text='hide'
15:24:50  DEBUG       [el_98] <a> selector='[data-ai-id="el_98"]'  text='199\xa0comments'
15:24:50  DEBUG       [el_99] <a> selector='[data-ai-id="el_99"]'  text=''
15:24:50  DEBUG       [el_100] <a> selector='[data-ai-id="el_100"]'  text='coredump.cx'
15:24:50  DEBUG       [el_101] <a> selector='[data-ai-id="el_101"]'  text='ahlCVA'
15:24:50  DEBUG       [el_102] <a> selector='[data-ai-id="el_102"]'  text='1 hour ago'
15:24:50  DEBUG       [el_103] <a> selector='[data-ai-id="el_103"]'  text='hide'
15:24:50  DEBUG       [el_104] <a> selector='[data-ai-id="el_104"]'  text='1\xa0comment'
15:24:50  DEBUG       [el_105] <a> selector='[data-ai-id="el_105"]'  text=''
15:24:50  DEBUG       [el_106] <a> selector='[data-ai-id="el_106"]'  text='emerge-lab.github.io'
15:24:50  DEBUG       [el_107] <a> selector='[data-ai-id="el_107"]'  text='sebg'
15:24:50  DEBUG       [el_108] <a> selector='[data-ai-id="el_108"]'  text='11 hours ago'
15:24:50  DEBUG       [el_109] <a> selector='[data-ai-id="el_109"]'  text='hide'
15:24:50  DEBUG       [el_110] <a> selector='[data-ai-id="el_110"]'  text='20\xa0comments'
15:24:50  DEBUG       [el_111] <a> selector='[data-ai-id="el_111"]'  text=''
15:24:50  DEBUG       [el_112] <a> selector='[data-ai-id="el_112"]'  text='gatesnotes.com'
15:24:50  DEBUG       [el_113] <a> selector='[data-ai-id="el_113"]'  text='jonbaer'
15:24:50  DEBUG       [el_114] <a> selector='[data-ai-id="el_114"]'  text='1 hour ago'
15:24:50  DEBUG       [el_115] <a> selector='[data-ai-id="el_115"]'  text='hide'
15:24:50  DEBUG       [el_116] <a> selector='[data-ai-id="el_116"]'  text='3\xa0comments'
15:24:50  DEBUG       [el_117] <a> selector='[data-ai-id="el_117"]'  text=''
15:24:50  DEBUG       [el_118] <a> selector='[data-ai-id="el_118"]'  text='Klaster_1'
15:24:50  DEBUG       [el_119] <a> selector='[data-ai-id="el_119"]'  text='11 hours ago'
15:24:50  DEBUG       [el_120] <a> selector='[data-ai-id="el_120"]'  text='hide'
15:24:50  DEBUG       [el_121] <a> selector='[data-ai-id="el_121"]'  text='86\xa0comments'
15:24:50  DEBUG       [el_122] <a> selector='[data-ai-id="el_122"]'  text=''
15:24:50  DEBUG       [el_123] <a> selector='[data-ai-id="el_123"]'  text='searchengineland.com'
15:24:50  DEBUG       [el_124] <a> selector='[data-ai-id="el_124"]'  text='speckx'
15:24:50  DEBUG       [el_125] <a> selector='[data-ai-id="el_125"]'  text='16 hours ago'
15:24:50  DEBUG       [el_126] <a> selector='[data-ai-id="el_126"]'  text='hide'
15:24:50  DEBUG       [el_127] <a> selector='[data-ai-id="el_127"]'  text='254\xa0comments'
15:24:50  DEBUG       [el_128] <a> selector='[data-ai-id="el_128"]'  text=''
15:24:50  DEBUG       [el_129] <a> selector='[data-ai-id="el_129"]'  text='reddit.com'
15:24:50  DEBUG       [el_130] <a> selector='[data-ai-id="el_130"]'  text='doener'
15:24:50  DEBUG       [el_131] <a> selector='[data-ai-id="el_131"]'  text='35 minutes ago'
15:24:50  DEBUG       [el_132] <a> selector='[data-ai-id="el_132"]'  text='hide'
15:24:50  DEBUG       [el_133] <a> selector='[data-ai-id="el_133"]'  text='2\xa0comments'
15:24:50  DEBUG       [el_134] <a> selector='[data-ai-id="el_134"]'  text=''
15:24:50  DEBUG       [el_135] <a> selector='[data-ai-id="el_135"]'  text='rz01.org'
15:24:50  DEBUG       [el_136] <a> selector='[data-ai-id="el_136"]'  text='exitnode'
15:24:50  DEBUG       [el_137] <a> selector='[data-ai-id="el_137"]'  text='12 hours ago'
15:24:50  DEBUG       [el_138] <a> selector='[data-ai-id="el_138"]'  text='hide'
15:24:50  DEBUG       [el_139] <a> selector='[data-ai-id="el_139"]'  text='617\xa0comments'
15:24:50  DEBUG       [el_140] <a> selector='[data-ai-id="el_140"]'  text=''
15:24:50  DEBUG       [el_141] <a> selector='[data-ai-id="el_141"]'  text='lustin.fr'
15:24:50  DEBUG       [el_142] <a> selector='[data-ai-id="el_142"]'  text='rlustin'
15:24:50  DEBUG       [el_143] <a> selector='[data-ai-id="el_143"]'  text='5 hours ago'
15:24:50  DEBUG       [el_144] <a> selector='[data-ai-id="el_144"]'  text='hide'
15:24:50  DEBUG       [el_145] <a> selector='[data-ai-id="el_145"]'  text='15\xa0comments'
15:24:50  DEBUG       [el_146] <a> selector='[data-ai-id="el_146"]'  text=''
15:24:50  DEBUG       [el_147] <a> selector='[data-ai-id="el_147"]'  text='joanwestenberg.com'
15:24:50  DEBUG       [el_148] <a> selector='[data-ai-id="el_148"]'  text='mitchbob'
15:24:50  DEBUG       [el_149] <a> selector='[data-ai-id="el_149"]'  text='20 hours ago'
15:24:50  DEBUG       [el_150] <a> selector='[data-ai-id="el_150"]'  text='hide'
15:24:50  DEBUG       [el_151] <a> selector='[data-ai-id="el_151"]'  text='136\xa0comments'
15:24:50  DEBUG       [el_152] <a> selector='[data-ai-id="el_152"]'  text=''
15:24:50  DEBUG       [el_153] <a> selector='[data-ai-id="el_153"]'  text='isitapint.com'
15:24:50  DEBUG       [el_154] <a> selector='[data-ai-id="el_154"]'  text='cainxinth'
15:24:50  DEBUG       [el_155] <a> selector='[data-ai-id="el_155"]'  text='6 hours ago'
15:24:50  DEBUG       [el_156] <a> selector='[data-ai-id="el_156"]'  text='hide'
15:24:50  DEBUG       [el_157] <a> selector='[data-ai-id="el_157"]'  text='138\xa0comments'
15:24:50  DEBUG       [el_158] <a> selector='[data-ai-id="el_158"]'  text=''
15:24:50  DEBUG       [el_159] <a> selector='[data-ai-id="el_159"]'  text='economist.com'
15:24:50  DEBUG       [el_160] <a> selector='[data-ai-id="el_160"]'  text='andsoitis'
15:24:50  DEBUG       [el_161] <a> selector='[data-ai-id="el_161"]'  text='9 hours ago'
15:24:50  DEBUG       [el_162] <a> selector='[data-ai-id="el_162"]'  text='hide'
15:24:50  DEBUG       [el_163] <a> selector='[data-ai-id="el_163"]'  text='82\xa0comments'
15:24:50  DEBUG       [el_164] <a> selector='[data-ai-id="el_164"]'  text=''
15:24:50  DEBUG       [el_165] <a> selector='[data-ai-id="el_165"]'  text='davidabram.dev'
15:24:50  DEBUG       [el_166] <a> selector='[data-ai-id="el_166"]'  text='thm'
15:24:50  DEBUG       [el_167] <a> selector='[data-ai-id="el_167"]'  text='1 hour ago'
15:24:50  DEBUG       [el_168] <a> selector='[data-ai-id="el_168"]'  text='hide'
15:24:50  DEBUG       [el_169] <a> selector='[data-ai-id="el_169"]'  text='2\xa0comments'
15:24:50  DEBUG       [el_170] <a> selector='[data-ai-id="el_170"]'  text=''
15:24:50  DEBUG       [el_171] <a> selector='[data-ai-id="el_171"]'  text='gizmodo.com'
15:24:50  DEBUG       [el_172] <a> selector='[data-ai-id="el_172"]'  text='poopcat'
15:24:50  DEBUG       [el_173] <a> selector='[data-ai-id="el_173"]'  text='1 hour ago'
15:24:50  DEBUG       [el_174] <a> selector='[data-ai-id="el_174"]'  text='hide'
15:24:50  DEBUG       [el_175] <a> selector='[data-ai-id="el_175"]'  text='2\xa0comments'
15:24:50  DEBUG       [el_176] <a> selector='[data-ai-id="el_176"]'  text=''
15:24:50  DEBUG       [el_177] <a> selector='[data-ai-id="el_177"]'  text='evinfo.net'
15:24:50  DEBUG       [el_178] <a> selector='[data-ai-id="el_178"]'  text='betacollector64'
15:24:50  DEBUG       [el_179] <a> selector='[data-ai-id="el_179"]'  text='12 hours ago'
15:24:50  DEBUG       [el_180] <a> selector='[data-ai-id="el_180"]'  text='hide'
15:24:50  DEBUG       [el_181] <a> selector='[data-ai-id="el_181"]'  text='97\xa0comments'
15:24:50  DEBUG       [el_182] <a> selector='[data-ai-id="el_182"]'  text=''
15:24:50  DEBUG       [el_183] <a> selector='[data-ai-id="el_183"]'  text='theregister.com'
15:24:50  DEBUG       [el_184] <a> selector='[data-ai-id="el_184"]'  text='richtr'
15:24:50  DEBUG       [el_185] <a> selector='[data-ai-id="el_185"]'  text='11 hours ago'
15:24:50  DEBUG       [el_186] <a> selector='[data-ai-id="el_186"]'  text='hide'
15:24:50  DEBUG       [el_187] <a> selector='[data-ai-id="el_187"]'  text='214\xa0comments'
15:24:50  DEBUG       [el_188] <a> selector='[data-ai-id="el_188"]'  text='More'
15:24:50  DEBUG       [el_189] <a> selector='[data-ai-id="el_189"]'  text='Guidelines'
15:24:50  DEBUG       [el_190] <a> selector='[data-ai-id="el_190"]'  text='FAQ'
15:24:50  DEBUG       [el_191] <a> selector='[data-ai-id="el_191"]'  text='Lists'
15:24:50  DEBUG       [el_192] <a> selector='[data-ai-id="el_192"]'  text='Security'
15:24:50  DEBUG       [el_193] <a> selector='[data-ai-id="el_193"]'  text='Contact'
15:24:50  DEBUG       [el_194] <input> selector='[data-ai-id="el_194"]'  text=''
15:24:50  INFO      Elements saved : logs/20260323_152447_news.ycombinator.com/elements.json
15:24:51  INFO      Screenshot saved: logs/20260323_152447_news.ycombinator.com/state_1.png
15:24:51  INFO      Done.
